X0	Y0	V0	Курс	Vx				
-1424,8119	255,6799	0	316	0				
Время	Обороты	Руль						
3488	0	0						
3489	-500	0						
3494	-500	0						
3499	-500	0						
3504	-500	0						
3509	-500	0						
3514	-500	0						
3519	-500	0						
3524	-500	0						
3529	-500	0						
3534	-500	0						
3539	-500	0						
3544	-500	-2						
3549	-500	0						
3554	-500	0
